timestamp,date,year,month,week,shift,operator_id,line_id,equipment_id,equipment_type,product_id,units_produced,units_defective,units_scrap,units_rework,defect_type
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP008,L2,L2-FILL-01,FILL,PRD-F,4463,105,33,72,Bajo peso
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP016,L2,L2-LABEL-01,LABEL,PRD-A,4020,42,20,22,Defecto de etiqueta
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP009,L2,L2-PACK-01,PACK,PRD-F,4003,40,2,38,Integridad del paquete
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP013,L2,L2-RINSE-01,RINSE,PRD-C,5880,22,12,10,Contaminación
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP001,L3,L3-CART-01,CART,PRD-B,2823,16,3,13,Integridad del paquete
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP006,L3,L3-CHECK-01,CHECK,PRD-E,4330,69,55,14,Bajo peso
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP015,L3,L3-FFS-01,FFS,PRD-B,2884,129,44,85,Bajo peso
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP009,L3,L3-METAL-01,METAL,PRD-D,2925,35,20,15,Contaminación
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP001,L3,L3-SEAL-01,SEAL,PRD-E,2799,55,10,45,Integridad del paquete
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP013,L4,L4-PACK-01,PACK,PRD-E,4014,47,27,20,Defecto de etiqueta
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP014,L4,L4-PAL-01,PAL,PRD-A,2796,8,1,7,Integridad del paquete
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP015,L4,L4-WRAP-01,WRAP,PRD-F,2826,4,2,2,Integridad del paquete
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP018,L1,L1-CHECK-01,CHECK,PRD-B,3574,55,25,30,Sobrepeso
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP021,L1,L1-DEPAL-01,DEPAL,PRD-A,4410,34,16,18,Material extraño
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP022,L1,L1-FEED-01,FEED,PRD-C,4616,50,16,34,Sin defecto
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP021,L1,L1-FILL-01,FILL,PRD-C,4337,119,38,81,Defecto de sellado
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP024,L1,L1-LABEL-01,LABEL,PRD-D,4444,60,45,15,Defecto de etiqueta
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP017,L1,L1-PACK-01,PACK,PRD-C,4032,39,14,25,Defecto de etiqueta
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP019,L1,L1-SEAM-01,SEAM,PRD-A,4284,76,27,49,Integridad del paquete
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP022,L1,L1-WASH-01,WASH,PRD-C,4018,29,18,11,Defecto de etiqueta
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP024,L1,L1-XRAY-01,XRAY,PRD-C,3843,33,7,26,Material extraño
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP023,L2,L2-CAPPER-01,CAPPER,PRD-C,5738,128,12,116,Integridad del paquete
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP017,L2,L2-CHECK-01,CHECK,PRD-C,4024,66,32,34,Sobrepeso
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP023,L2,L2-FILL-01,FILL,PRD-C,3970,112,86,26,Sobrepeso
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP022,L2,L2-LABEL-01,LABEL,PRD-F,3858,43,23,20,Defecto de etiqueta
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP022,L2,L2-PACK-01,PACK,PRD-E,4368,47,14,33,Integridad del paquete
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP017,L2,L2-RINSE-01,RINSE,PRD-A,5790,36,9,27,Contaminación
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP021,L3,L3-CART-01,CART,PRD-D,2387,19,5,14,Integridad del paquete
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP022,L3,L3-CHECK-01,CHECK,PRD-D,3892,56,28,28,Sobrepeso
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP021,L3,L3-FFS-01,FFS,PRD-E,2838,105,14,91,Sobrepeso
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP018,L3,L3-METAL-01,METAL,PRD-D,2775,32,21,11,Material extraño
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP020,L3,L3-SEAL-01,SEAL,PRD-D,2718,60,25,35,Defecto de sellado
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP024,L4,L4-PACK-01,PACK,PRD-F,4140,47,29,18,Defecto de etiqueta
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP021,L4,L4-PAL-01,PAL,PRD-A,2650,10,6,4,Integridad del paquete
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP022,L4,L4-WRAP-01,WRAP,PRD-C,2489,7,4,3,Integridad del paquete
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP015,L1,L1-CHECK-01,CHECK,PRD-A,4238,57,40,17,Bajo peso
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP013,L1,L1-DEPAL-01,DEPAL,PRD-C,4965,24,9,15,Defecto de etiqueta
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP001,L1,L1-FEED-01,FEED,PRD-D,5021,27,23,4,Sin defecto
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP013,L1,L1-FILL-01,FILL,PRD-A,4362,72,14,58,Bajo peso
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP004,L1,L1-LABEL-01,LABEL,PRD-C,4223,48,13,35,Error de codificación
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP013,L1,L1-PACK-01,PACK,PRD-B,4184,33,12,21,Defecto de etiqueta
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP014,L1,L1-SEAM-01,SEAM,PRD-D,4562,65,31,34,Defecto de sellado
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP012,L1,L1-WASH-01,WASH,PRD-B,4477,26,6,20,Contaminación
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP016,L1,L1-XRAY-01,XRAY,PRD-C,4512,23,15,8,Material extraño
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP002,L2,L2-CAPPER-01,CAPPER,PRD-C,5744,102,16,86,Defecto de sellado
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP013,L2,L2-CHECK-01,CHECK,PRD-E,4403,44,6,38,Sobrepeso
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP004,L2,L2-FILL-01,FILL,PRD-A,4476,97,54,43,Defecto de sellado
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP002,L2,L2-LABEL-01,LABEL,PRD-F,4259,34,20,14,Error de codificación
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP007,L2,L2-PACK-01,PACK,PRD-E,4333,42,10,32,Integridad del paquete
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP008,L2,L2-RINSE-01,RINSE,PRD-E,6116,18,7,11,Material extraño
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP013,L3,L3-CART-01,CART,PRD-D,2947,21,9,12,Defecto de etiqueta
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP007,L3,L3-CHECK-01,CHECK,PRD-D,4286,50,21,29,Bajo peso
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP003,L3,L3-FFS-01,FFS,PRD-D,2987,71,56,15,Defecto de sellado
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP006,L3,L3-METAL-01,METAL,PRD-E,3059,27,9,18,Material extraño
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP001,L3,L3-SEAL-01,SEAL,PRD-B,2975,45,2,43,Integridad del paquete
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP012,L4,L4-PACK-01,PACK,PRD-D,4262,37,6,31,Integridad del paquete
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP008,L4,L4-PAL-01,PAL,PRD-F,2853,8,1,7,Integridad del paquete
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP013,L4,L4-WRAP-01,WRAP,PRD-B,2786,6,2,4,Integridad del paquete
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP015,L1,L1-CHECK-01,CHECK,PRD-B,4496,59,10,49,Sobrepeso
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP006,L1,L1-DEPAL-01,DEPAL,PRD-B,4778,26,18,8,Sin defecto
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP004,L1,L1-FEED-01,FEED,PRD-D,5136,36,22,14,Sin defecto
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP004,L1,L1-FILL-01,FILL,PRD-D,4598,113,23,90,Contaminación
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP012,L1,L1-LABEL-01,LABEL,PRD-D,4042,39,30,9,Error de codificación
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP012,L1,L1-PACK-01,PACK,PRD-B,4170,41,28,13,Integridad del paquete
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP011,L1,L1-SEAM-01,SEAM,PRD-A,4433,65,40,25,Material extraño
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP006,L1,L1-WASH-01,WASH,PRD-C,4698,43,19,24,Defecto de etiqueta
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP013,L1,L1-XRAY-01,XRAY,PRD-B,4221,33,19,14,Material extraño
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP007,L2,L2-CAPPER-01,CAPPER,PRD-E,5840,147,74,73,Integridad del paquete
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP014,L2,L2-CHECK-01,CHECK,PRD-C,4485,59,27,32,Sobrepeso
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP009,L2,L2-FILL-01,FILL,PRD-F,4406,105,9,96,Sobrepeso
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP008,L2,L2-LABEL-01,LABEL,PRD-C,4270,54,37,17,Defecto de etiqueta
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP016,L2,L2-PACK-01,PACK,PRD-E,4088,37,13,24,Defecto de etiqueta
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP002,L2,L2-RINSE-01,RINSE,PRD-E,5844,15,6,9,Contaminación
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP014,L3,L3-CART-01,CART,PRD-B,2837,25,13,12,Defecto de etiqueta
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP009,L3,L3-CHECK-01,CHECK,PRD-E,4291,56,13,43,Bajo peso
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP006,L3,L3-FFS-01,FFS,PRD-E,2894,79,21,58,Bajo peso
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP006,L3,L3-METAL-01,METAL,PRD-E,3012,31,18,13,Material extraño
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP015,L3,L3-SEAL-01,SEAL,PRD-E,2869,58,34,24,Defecto de sellado
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP015,L4,L4-PACK-01,PACK,PRD-D,4102,34,19,15,Defecto de etiqueta
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP014,L4,L4-PAL-01,PAL,PRD-C,2609,11,2,9,Integridad del paquete
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP002,L4,L4-WRAP-01,WRAP,PRD-A,2710,9,4,5,Integridad del paquete
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP018,L1,L1-CHECK-01,CHECK,PRD-C,3844,54,35,19,Bajo peso
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP020,L1,L1-DEPAL-01,DEPAL,PRD-D,4786,23,7,16,Sin defecto
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP023,L1,L1-FEED-01,FEED,PRD-C,4542,35,13,22,Sin defecto
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP019,L1,L1-FILL-01,FILL,PRD-B,4362,110,46,64,Defecto de sellado
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP022,L1,L1-LABEL-01,LABEL,PRD-A,4178,63,12,51,Defecto de etiqueta
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP018,L1,L1-PACK-01,PACK,PRD-B,4082,48,13,35,Integridad del paquete
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP024,L1,L1-SEAM-01,SEAM,PRD-A,4386,103,52,51,Material extraño
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP023,L1,L1-WASH-01,WASH,PRD-A,4278,36,16,20,Contaminación
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP021,L1,L1-XRAY-01,XRAY,PRD-B,4236,46,35,11,Material extraño
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP024,L2,L2-CAPPER-01,CAPPER,PRD-A,5487,115,39,76,Defecto de sellado
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP019,L2,L2-CHECK-01,CHECK,PRD-A,4364,81,10,71,Bajo peso
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP023,L2,L2-FILL-01,FILL,PRD-C,4143,109,37,72,Defecto de sellado
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP020,L2,L2-LABEL-01,LABEL,PRD-C,3890,61,19,42,Defecto de etiqueta
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP023,L2,L2-PACK-01,PACK,PRD-E,4085,57,19,38,Defecto de etiqueta
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP023,L2,L2-RINSE-01,RINSE,PRD-E,5695,25,18,7,Contaminación
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP020,L3,L3-CART-01,CART,PRD-D,2660,28,4,24,Defecto de etiqueta
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP020,L3,L3-CHECK-01,CHECK,PRD-D,4316,52,29,23,Sobrepeso
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP024,L3,L3-FFS-01,FFS,PRD-D,2711,97,16,81,Defecto de sellado
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP023,L3,L3-METAL-01,METAL,PRD-B,3110,39,0,39,Material extraño
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP022,L3,L3-SEAL-01,SEAL,PRD-D,2686,52,16,36,Defecto de sellado
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP018,L4,L4-PACK-01,PACK,PRD-D,3489,51,22,29,Integridad del paquete
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP023,L4,L4-PAL-01,PAL,PRD-D,2529,15,3,12,Integridad del paquete
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP021,L4,L4-WRAP-01,WRAP,PRD-F,2398,5,3,2,Integridad del paquete
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP016,L1,L1-CHECK-01,CHECK,PRD-A,4377,58,4,54,Bajo peso
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP001,L1,L1-DEPAL-01,DEPAL,PRD-D,5029,27,5,22,Sin defecto
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP007,L1,L1-FEED-01,FEED,PRD-B,5006,31,9,22,Defecto de sellado
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP013,L1,L1-FILL-01,FILL,PRD-C,4468,100,17,83,Contaminación
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP006,L1,L1-LABEL-01,LABEL,PRD-B,4260,43,23,20,Error de codificación
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP012,L1,L1-PACK-01,PACK,PRD-D,4151,39,8,31,Defecto de etiqueta
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP003,L1,L1-SEAM-01,SEAM,PRD-A,4476,60,53,7,Integridad del paquete
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP006,L1,L1-WASH-01,WASH,PRD-A,4680,26,4,22,Defecto de etiqueta
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP007,L1,L1-XRAY-01,XRAY,PRD-B,4543,29,7,22,Material extraño
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP011,L2,L2-CAPPER-01,CAPPER,PRD-C,5948,101,67,34,Integridad del paquete
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP005,L2,L2-CHECK-01,CHECK,PRD-A,4429,58,39,19,Bajo peso
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP007,L2,L2-FILL-01,FILL,PRD-F,4543,119,43,76,Sobrepeso
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP001,L2,L2-LABEL-01,LABEL,PRD-C,4312,39,9,30,Defecto de etiqueta
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP003,L2,L2-PACK-01,PACK,PRD-F,4274,32,18,14,Integridad del paquete
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP004,L2,L2-RINSE-01,RINSE,PRD-C,5936,17,3,14,Material extraño
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP007,L3,L3-CART-01,CART,PRD-E,2833,19,3,16,Defecto de etiqueta
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP010,L3,L3-CHECK-01,CHECK,PRD-B,4374,57,25,32,Bajo peso
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP010,L3,L3-FFS-01,FFS,PRD-B,2962,97,46,51,Contaminación
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP004,L3,L3-METAL-01,METAL,PRD-D,2917,32,7,25,Material extraño
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP002,L3,L3-SEAL-01,SEAL,PRD-E,3045,46,30,16,Defecto de sellado
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP004,L4,L4-PACK-01,PACK,PRD-F,4175,35,2,33,Integridad del paquete
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP014,L4,L4-PAL-01,PAL,PRD-A,2840,8,0,8,Error de codificación
2024-01-03 09:00:00,2024-01-03,2024,1,1,Mañana,OP015,L4,L4-WRAP-01,WRAP,PRD-B,2830,5,3,2,Defecto de etiqueta
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP008,L1,L1-CHECK-01,CHECK,PRD-A,4194,61,12,49,Bajo peso
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP002,L1,L1-DEPAL-01,DEPAL,PRD-A,4770,26,2,24,Sin defecto
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP009,L1,L1-FEED-01,FEED,PRD-C,5089,53,20,33,Sin defecto
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP014,L1,L1-FILL-01,FILL,PRD-D,4302,107,45,62,Bajo peso
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP013,L1,L1-LABEL-01,LABEL,PRD-D,4103,43,8,35,Error de codificación
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP005,L1,L1-PACK-01,PACK,PRD-C,3942,41,29,12,Integridad del paquete
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP011,L1,L1-SEAM-01,SEAM,PRD-B,4268,69,15,54,Defecto de sellado
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP009,L1,L1-WASH-01,WASH,PRD-A,4306,36,20,16,Defecto de etiqueta
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP010,L1,L1-XRAY-01,XRAY,PRD-C,4156,30,16,14,Material extraño
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP003,L2,L2-CAPPER-01,CAPPER,PRD-E,5757,150,69,81,Integridad del paquete
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP013,L2,L2-CHECK-01,CHECK,PRD-C,4523,58,18,40,Sobrepeso
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP009,L2,L2-FILL-01,FILL,PRD-E,4193,98,43,55,Contaminación
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP004,L2,L2-LABEL-01,LABEL,PRD-C,4205,56,31,25,Error de codificación
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP016,L2,L2-PACK-01,PACK,PRD-C,4074,36,9,27,Integridad del paquete
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP002,L2,L2-RINSE-01,RINSE,PRD-E,5779,23,7,16,Contaminación
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP009,L3,L3-CART-01,CART,PRD-B,2885,19,2,17,Defecto de etiqueta
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP006,L3,L3-CHECK-01,CHECK,PRD-E,4298,41,12,29,Sobrepeso
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP015,L3,L3-FFS-01,FFS,PRD-E,3036,65,5,60,Defecto de sellado
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP006,L3,L3-METAL-01,METAL,PRD-B,2694,36,20,16,Contaminación
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP015,L3,L3-SEAL-01,SEAL,PRD-E,2899,46,1,45,Integridad del paquete
2024-01-03 15:00:00,2024-01-03,2024,1,1,Tarde,OP012,L4,L4-PACK-01,PACK,PRD-F,4339,41,7,34,Defecto de etiqueta
